YEAR,District,BEAT_I,HITS,num_searches,HITRATE
2021,07,731,29.0,63,0.4603174603174603
2021,07,732,32.0,68,0.47058823529411764
2021,07,733,30.0,80,0.375
2021,07,734,39.0,86,0.45348837209302323
2021,07,735,51.0,95,0.5368421052631579
2021,08,811,0.0,1,0.0
2021,08,813,1.0,3,0.3333333333333333
2021,08,814,2.0,3,0.6666666666666666
2021,08,815,2.0,6,0.3333333333333333
2021,08,821,1.0,6,0.16666666666666666
2021,08,822,14.0,19,0.7368421052631579
2021,08,823,12.0,24,0.5
2021,08,824,14.0,24,0.5833333333333334
2021,08,825,19.0,39,0.48717948717948717
2021,08,831,10.0,24,0.4166666666666667
2021,08,832,15.0,44,0.3409090909090909
2021,08,833,5.0,5,1.0
2021,08,834,2.0,5,0.4
2021,08,835,2.0,8,0.25
2021,09,911,0.0,7,0.0
2021,09,912,4.0,9,0.4444444444444444
2021,09,913,0.0,4,0.0
2021,09,914,2.0,8,0.25
2021,09,915,0.0,5,0.0
2021,09,921,3.0,6,0.5
2021,09,922,2.0,13,0.15384615384615385
2021,09,923,4.0,10,0.4
2021,09,924,2.0,6,0.3333333333333333
2021,09,925,2.0,4,0.5
2021,09,931,3.0,7,0.42857142857142855
2021,09,932,1.0,6,0.16666666666666666
2021,09,933,1.0,4,0.25
2021,09,934,2.0,7,0.2857142857142857
2021,09,935,0.0,4,0.0
2021,10,1011,13.0,172,0.0755813953488372
2021,10,1012,2.0,65,0.03076923076923077
2021,10,1013,5.0,40,0.125
2021,10,1014,7.0,87,0.08045977011494253
2021,10,1021,11.0,129,0.08527131782945736
2021,10,1022,7.0,99,0.0707070707070707
2021,10,1023,1.0,14,0.07142857142857142
2021,10,1024,2.0,66,0.030303030303030304
2021,10,1031,2.0,20,0.1
2021,10,1032,0.0,34,0.0
2021,10,1033,4.0,51,0.0784313725490196
2021,10,1034,3.0,26,0.11538461538461539
2021,11,1111,8.0,42,0.19047619047619047
2021,11,1112,38.0,96,0.3958333333333333
2021,11,1113,28.0,78,0.358974358974359
2021,11,1114,7.0,21,0.3333333333333333
2021,11,1115,20.0,70,0.2857142857142857
2021,11,1121,23.0,54,0.42592592592592593
2021,11,1122,27.0,77,0.35064935064935066
2021,11,1123,16.0,46,0.34782608695652173
2021,11,1124,4.0,10,0.4
2021,11,1125,0.0,3,0.0
2021,11,1131,22.0,73,0.3013698630136986
2021,11,1132,35.0,92,0.3804347826086957
2021,11,1133,37.0,126,0.29365079365079366
2021,11,1134,17.0,63,0.2698412698412698
2021,11,1135,11.0,36,0.3055555555555556
2021,12,1211,3.0,7,0.42857142857142855
2021,12,1212,0.0,5,0.0
2021,12,1213,1.0,3,0.3333333333333333
2021,12,1214,1.0,3,0.3333333333333333
2021,12,1215,0.0,2,0.0
2021,12,1221,2.0,9,0.2222222222222222
2021,12,1222,4.0,10,0.4
2021,12,1223,4.0,7,0.5714285714285714
2021,12,1224,0.0,6,0.0
2021,12,1225,2.0,6,0.3333333333333333
2021,12,1231,1.0,3,0.3333333333333333
2021,12,1232,3.0,5,0.6
2021,12,1233,5.0,9,0.5555555555555556
2021,12,1234,3.0,9,0.3333333333333333
2021,12,1235,1.0,4,0.25
2021,14,1411,2.0,3,0.6666666666666666
2021,14,1412,1.0,2,0.5
2021,14,1413,0.0,3,0.0
2021,14,1414,2.0,5,0.4
2021,14,1421,5.0,12,0.4166666666666667
2021,14,1422,13.0,20,0.65
2021,14,1423,12.0,24,0.5
2021,14,1424,7.0,12,0.5833333333333334
2021,14,1431,1.0,2,0.5
2021,14,1432,1.0,1,1.0
2021,14,1433,2.0,4,0.5
2021,14,1434,2.0,4,0.5
2021,15,1511,1.0,9,0.1111111111111111
2021,15,1512,5.0,10,0.5
2021,15,1513,1.0,7,0.14285714285714285
2021,15,1522,3.0,22,0.13636363636363635
2021,15,1523,3.0,14,0.21428571428571427
2021,15,1524,5.0,16,0.3125
2021,15,1531,3.0,18,0.16666666666666666
2021,15,1532,6.0,31,0.1935483870967742
2021,15,1533,9.0,46,0.1956521739130435
2021,16,1614,0.0,1,0.0
2021,16,1622,4.0,6,0.6666666666666666
2021,16,1623,2.0,8,0.25
2021,16,1624,5.0,9,0.5555555555555556
2021,16,1631,1.0,5,0.2
2021,16,1632,1.0,8,0.125
2021,16,1633,7.0,13,0.5384615384615384
2021,16,1634,5.0,14,0.35714285714285715
2021,17,1711,4.0,5,0.8
2021,17,1712,19.0,32,0.59375
2021,17,1713,6.0,12,0.5
2021,17,1722,18.0,29,0.6206896551724138
2021,17,1723,29.0,52,0.5576923076923077
2021,17,1724,10.0,20,0.5
2021,17,1731,8.0,16,0.5
2021,17,1732,11.0,18,0.6111111111111112
2021,17,1733,7.0,14,0.5
2021,18,1811,1.0,2,0.5
2021,18,1812,2.0,4,0.5
2021,18,1813,2.0,6,0.3333333333333333
2021,18,1814,8.0,24,0.3333333333333333
2021,18,1821,10.0,46,0.21739130434782608
2021,18,1822,3.0,13,0.23076923076923078
2021,18,1823,13.0,36,0.3611111111111111
2021,18,1824,13.0,32,0.40625
2021,18,1831,32.0,68,0.47058823529411764
2021,18,1832,32.0,62,0.5161290322580645
2021,18,1833,28.0,64,0.4375
2021,18,1834,38.0,79,0.4810126582278481
2021,19,1911,2.0,3,0.6666666666666666
2021,19,1912,0.0,6,0.0
2021,19,1913,5.0,28,0.17857142857142858
2021,19,1914,6.0,29,0.20689655172413793
2021,19,1915,1.0,5,0.2
2021,19,1922,1.0,2,0.5
2021,19,1923,0.0,3,0.0
2021,19,1924,0.0,3,0.0
2021,19,1925,1.0,5,0.2
2021,19,1931,3.0,10,0.3
2021,19,1932,1.0,2,0.5
2021,19,1933,0.0,2,0.0
2021,19,1934,0.0,4,0.0
2021,19,1935,3.0,10,0.3
2021,20,2011,3.0,6,0.5
2021,20,2012,2.0,3,0.6666666666666666
2021,20,2013,0.0,1,0.0
2021,20,2022,0.0,1,0.0
2021,20,2024,1.0,6,0.16666666666666666
2021,20,2032,0.0,1,0.0
2021,20,2033,1.0,4,0.25
2021,22,2211,6.0,14,0.42857142857142855
2021,22,2212,7.0,34,0.20588235294117646
2021,22,2213,5.0,23,0.21739130434782608
2021,22,2221,6.0,21,0.2857142857142857
2021,22,2222,15.0,38,0.39473684210526316
2021,22,2223,20.0,59,0.3389830508474576
2021,22,2232,18.0,65,0.27692307692307694
2021,22,2233,11.0,33,0.3333333333333333
2021,22,2234,14.0,35,0.4
2021,24,2411,5.0,12,0.4166666666666667
2021,24,2412,11.0,15,0.7333333333333333
2021,24,2413,6.0,23,0.2608695652173913
2021,24,2422,11.0,27,0.4074074074074074
2021,24,2423,4.0,10,0.4
2021,24,2424,8.0,16,0.5
2021,24,2431,1.0,3,0.3333333333333333
2021,24,2432,4.0,9,0.4444444444444444
2021,24,2433,5.0,10,0.5
2021,25,2511,0.0,9,0.0
2021,25,2512,3.0,27,0.1111111111111111
2021,25,2513,0.0,4,0.0
2021,25,2514,1.0,17,0.058823529411764705
2021,25,2515,4.0,28,0.14285714285714285
2021,25,2521,9.0,29,0.3103448275862069
2021,25,2522,4.0,18,0.2222222222222222
2021,25,2523,1.0,2,0.5
2021,25,2524,0.0,7,0.0
2021,25,2525,5.0,11,0.45454545454545453
2021,25,2531,8.0,17,0.47058823529411764
2021,25,2532,4.0,27,0.14814814814814814
2021,25,2533,15.0,45,0.3333333333333333
2021,25,2534,3.0,15,0.2
2021,25,2535,6.0,20,0.3
2021,31,3100,4.0,18,0.2222222222222222
